TrainingDataset,HumanGeneID,Symbol,Synonyms,Description,EnsemblGeneID
Tmito,1594,CYP27B1,CP2B|CYP1|CYP1alpha|CYP27B|P450c1|PDDR|VDD1|VDDR|VDDRI|VDR|O15528,"cytochrome P450, family 27, subfamily B, polypeptide 1",ENSG00000111012
Tmito,11232,POLG2,HP55|MTPOLB|PEOA4|POLB|POLG-BETA|POLGB|Q9UHN1,"polymerase (DNA directed), gamma 2, accessory subunit",ENSG00000256525
Tmito,55676,SLC30A6,MST103|MSTP103|ZNT6|Q6NXT4,"solute carrier family 30 (zinc transporter), member 6",ENSG00000152683
Tmito,78986,DUSP26,DUSP24|LDP-4|MKP8|NATA1|SKRP3|Q9BV47,dual specificity phosphatase 26 (putative),ENSG00000133878
Tmito,7978,MTERF,Q99551,mitochondrial transcription termination factor,ENSG00000127989
Tmito,2879,GPX4,GPx-4|GSHPx-4|MCSP|PHGPx|snGPx|snPHGPx|P36969,glutathione peroxidase 4,ENSG00000167468
Tmito,6583,SLC22A4,OCTN1|Q9H015,"solute carrier family 22 (organic cation/zwitterion transporter), member 4",ENSG00000197208
Tmito,1312,COMT,HEL-S-98n|P21964,catechol-O-methyltransferase,ENSG00000093010
Tmito,60314,C12orf10,Gamm1|MST024|MSTP024|MYG|MYG1|Q86UA3,chromosome 12 open reading frame 10,ENSG00000139637
Tmito,64847,SPATA20,SSP411|Tisp78|Q8TB22,spermatogenesis associated 20,ENSG00000006282
Tmito,2787,GNG5,P63218,"guanine nucleotide binding protein (G protein), gamma 5",ENSG00000174021
Tmito,133957,CCDC127,Q96BQ5,coiled-coil domain containing 127,ENSG00000164366
Tmito,1407,CRY1,PHLL1|Q16526,cryptochrome circadian clock 1,ENSG00000008405
Tmito,2182,ACSL4,ACS4|FACL4|LACS4|MRX63|MRX68|O60488,acyl-CoA synthetase long-chain family member 4,ENSG00000068366
Tmito,92667,MGME1,C20orf72|DDK1|MTDPS11|bA504H3.4|Q9BQP7,mitochondrial genome maintenance exonuclease 1,ENSG00000125871
Tmito,5414,SEPT4,ARTS|BRADEION|CE5B3|H5|MART|PNUTL2|SEP4|hCDCREL-2|O43236,septin 4,ENSG00000108387
Tmito,9694,EMC2,KIAA0103|TTC35|Q15006,ER membrane protein complex subunit 2,ENSG00000104412
Tmito,80303,EFHD1,MST133|MSTP133|SWS2|Q9BUP0,"EF-hand domain family, member D1",ENSG00000115468
Tmito,55969,C20orf24,RIP5|Q9BUV8,chromosome 20 open reading frame 24,ENSG00000101084
Tmito,9517,SPTLC2,HSN1C|LCB2|LCB2A|NSAN1C|SPT2|hLCB2a|O15270,"serine palmitoyltransferase, long chain base subunit 2",ENSG00000100596
Tmito,10551,AGR2,AG2|GOB-4|HAG-2|HEL-S-116|PDIA17|XAG-2|O95994,anterior gradient 2,ENSG00000106541
Tmito,30833,NT5C,DNT|DNT1|HEL74|P5N2|PN-I|PN-II|UMPH2|cdN|dNT-1|Q8TCD5,"5', 3'-nucleotidase, cytosolic",ENSG00000125458
Tmito,8031,NCOA4,ARA70|ELE1|PTC3|RFG|Q13772,nuclear receptor coactivator 4,ENSG00000138293
Tmito,129807,NEU4,Q8WWR8,sialidase 4,ENSG00000204099
Tmito,55750,AGK,CATC5|CTRCT38|MTDPS10|MULK|Q53H12,acylglycerol kinase,ENSG00000006530
Tmito,54920,DUS2,DUS2L|SMM1|URLC8|Q9NX74,dihydrouridine synthase 2,ENSG00000167264
Tmito,10953,TOMM34,HTOM34P|TOM34|URCC3|Q15785,translocase of outer mitochondrial membrane 34,ENSG00000025772
Tmito,9692,KIAA0391,MRPP3|PRORP|O15091,KIAA0391,ENSG00000100890
Tmito,84260,TCHP,TpMs|Q9BT92,"trichoplein, keratin filament binding",ENSG00000139437
Tmito,1159,CKMT1B,CKMT|CKMT1|UMTCK,"creatine kinase, mitochondrial 1B",ENSG00000223572
Tmito,4707,NDUFB1,CI-MNLL|CI-SGDH|MNLL|O75438,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa",ENSG00000183648
Tmito,100526740,ATP5J2-PTCD1,B4DJ38,ATP5J2-PTCD1 readthrough,ENSG00000106246
Tmito,841,CASP8,ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5|Q14790,"caspase 8, apoptosis-related cysteine peptidase",ENSG00000064012
Tmito,598,BCL2L1,BCL-XL/S|BCL2L|BCLX|BCLXL|BCLXS|Bcl-X|PPP1R52|bcl-xL|bcl-xS|Q07817,BCL2-like 1,ENSG00000171552
Tmito,6165,RPL35A,DBA5|L35A|P18077,ribosomal protein L35a,ENSG00000182899
Tmito,83787,ARMC10,PNAS-112|PNAS112|SVH|Q8N2F6,armadillo repeat containing 10,ENSG00000170632
Tmito,995,CDC25C,CDC25|PPP1R60|P30307,cell division cycle 25C,ENSG00000158402
Tmito,10981,RAB32,Q13637,"RAB32, member RAS oncogene family",ENSG00000118508
Tmito,51700,CYB5R2,B5R.2|Q6BCY4,cytochrome b5 reductase 2,ENSG00000166394
Tmito,26056,RAB11FIP5,GAF1|RIP11|pp75|Q9BXF6,RAB11 family interacting protein 5 (class I),ENSG00000135631
Tmito,54974,THG1L,ICF45|IHG-1|Q9NWX6,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae),ENSG00000113272
Tmito,64083,GOLPH3,GOPP1|GPP34|MIDAS|Q9H4A6,golgi phosphoprotein 3 (coat-protein),ENSG00000113384
Tmito,9581,PREPL,Q4J6C6,prolyl endopeptidase-like,ENSG00000138078
Tmito,79072,FASTKD3,Q14CZ7,FAST kinase domains 3,ENSG00000124279
Tmito,84902,CEP89,CCDC123|CEP123|Q96ST8,centrosomal protein 89kDa,ENSG00000121289
Tmito,4925,NUCB2,HEL-S-109|NEFA|P80303,nucleobindin 2,ENSG00000070081
Tmito,10312,TCIRG1,ATP6N1C|ATP6V0A3|Atp6i|OC-116kDa|OC116|OPTB1|RP11-802E16.3|Stv1|TIRC7|Vph1|a3|Q13488,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3",ENSG00000110719
Tmito,4077,NBR1,1A1-3B|M17S2|Q14596,neighbor of BRCA1 gene 1,ENSG00000188554
Tmito,5955,RCN2,E6BP|ERC-55|ERC55|TCBP49|Q14257,"reticulocalbin 2, EF-hand calcium binding domain",ENSG00000117906
Tmito,60681,FKBP10,FKBP65|OI11|OI6|PPIASE|hFKBP65|Q96AY3,"FK506 binding protein 10, 65 kDa",ENSG00000141756
Tmito,133383,SETD9,C5orf35|Q8NE22,SET domain containing 9,ENSG00000155542
Tmito,22934,RPIA,RPI|P49247,ribose 5-phosphate isomerase A,ENSG00000153574
Tmito,3915,LAMC1,LAMB2|P11047,"laminin, gamma 1 (formerly LAMB2)",ENSG00000135862
Tmito,572,BAD,BBC2|BCL2L8|Q92934,BCL2-associated agonist of cell death,ENSG00000002330
Tmito,596,BCL2,Bcl-2|PPP1R50|P10415,B-cell CLL/lymphoma 2,ENSG00000171791
Tmito,599,BCL2L2,BCL-W|BCL2-L-2|BCLW|PPP1R51|Q92843,BCL2-like 2,ENSG00000129473
Tmito,1760,DMPK,DM|DM1|DM1PK|DMK|MDPK|MT-PK|Q09013,dystrophia myotonica-protein kinase,ENSG00000104936
Tmito,1763,DNA2,DNA2L|PEOA6|hDNA2|P51530,DNA replication helicase/nuclease 2,ENSG00000138346
Tmito,4541,ND6,MTND6|P03923,"NADH dehydrogenase, subunit 6 (complex I)",ENSG00000198695
Tmito,8846,ALKBH1,ABH|ABH1|ALKBH|alkB|hABH|Q13686,"alkB, alkylation repair homolog 1 (E. coli)",ENSG00000100601
Tmito,9463,PICK1,PICK|PRKCABP|Q9NRD5,protein interacting with PRKCA 1,ENSG00000100151
Tmito,11216,AKAP10,AKAP-10|D-AKAP-2|D-AKAP2|PRKA10|O43572,A kinase (PRKA) anchor protein 10,ENSG00000108599
Tmito,57144,PAK7,PAK5|Q9P286,p21 protein (Cdc42/Rac)-activated kinase 7,ENSG00000101349
Tmito,63899,NSUN3,MST077|Q9H649,"NOP2/Sun domain family, member 3",ENSG00000178694
Tmito,140886,PABPC5,PABP5|Q96DU9,"poly(A) binding protein, cytoplasmic 5",ENSG00000174740
Tmito,167681,PRSS35,C6orf158|dJ223E3.1|Q8N3Z0,"protease, serine, 35",ENSG00000146250
Tmito,57205,ATP10D,ATPVD|Q9P241,"ATPase, class V, type 10D",ENSG00000145246
Tmito,84947,SERAC1,Q96JX3,serine active site containing 1,ENSG00000122335
Tmito,55014,STX17,P56962,syntaxin 17,ENSG00000136874
Tmito,55006,TRMT61B,Q9BVS5,tRNA methyltransferase 61 homolog B (S. cerevisiae),ENSG00000171103
Tmito,55848,PLGRKT,C9orf46|MDS030|PLG-RKT|Plg-R(KT)|Q9HBL7,"plasminogen receptor, C-terminal lysine transmembrane protein",ENSG00000107020
Tmito,6164,RPL34,L34|P49207,ribosomal protein L34,ENSG00000109475
Tmito,79048,SECISBP2,SBP2|Q96T21,SECIS binding protein 2,ENSG00000187742
Tmito,4515,MTCP1,P13MTCP1|p8MTCP1|P56278,mature T-cell proliferation 1,ENSG00000214827
Tmito,11067,C10orf10,DEPP|FIG|Q9NTK1,chromosome 10 open reading frame 10,ENSG00000165507
Tmito,205327,C2orf69,Q8N8R5,chromosome 2 open reading frame 69,ENSG00000178074
Tmito,56624,ASAH2,BCDase|HNAC1|LCDase|N-CDase|NCDase|Q9NR71,N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2,ENSG00000188611
Tmito,25932,CLIC4,CLIC4L|H1|MTCLIC|huH1|p64H1|Q9Y696,chloride intracellular channel 4,ENSG00000169504
Tmito,9342,SNAP29,CEDNIK|SNAP-29|O95721,"synaptosomal-associated protein, 29kDa",ENSG00000099940
Tmito,60487,TRMT11,C6orf75|MDS024|TRM11|TRMT11-1|Q7Z4G4,tRNA methyltransferase 11 homolog (S. cerevisiae),ENSG00000066651
Tmito,387715,ARMS2,ARMD8|P0C7Q2,age-related maculopathy susceptibility 2,ENSG00000254636
